Unit.UnitI,Unit.Taxon,Unit.Quali,Unit.Qua_1,Unit.Qua_2,Unit.Qua_3,Unit.Qua_4,Unit.Qua_5,Unit.Repor,Taxon.ID,Taxon.Scie,Taxon.Finn,Taxon.Engl,Taxon.Swed,Unit.NameA,Unit.Abund,Unit.Inter,Unit.Int_1,Unit.Recor,Unit.Detai,Unit.TypeS,Unit.Det,Unit.Sex,Unit.LifeS,Unit.Nativ,Unit.Breed,Unit.Indiv,Unit.Invas,Unit.Notes,Unit.Annot,Unit.Media,Gathering.,Gatherin_1,Gatherin_2,Gatherin_3,Gatherin_4,Gatherin_5,Gatherin_6,Gatherin_7,Gatherin_8,Gatherin_9,Gatherin10,Gatherin11,Gatherin12,Gatherin13,Gatherin14,Gatherin15,Gatherin16,Gatherin17,Gatherin18,Gatherin19,Gatherin20,Gatherin21,Gatherin22,Gatherin23,Gatherin24,Gatherin25,Gatherin26,Gatherin27,Gatherin28,Gatherin29,Gatherin30,Gatherin31,Gatherin32,Gatherin33,Gatherin34,Gatherin35,Gatherin36,Gatherin37,Gatherin38,Gatherin39,Gatherin40,Gatherin41,Gatherin42,Gatherin43,Gatherin44,Gatherin45,Gatherin46,Gatherin47,Gatherin48,Gatherin49,Gatherin50,Gatherin51,Gatherin52,Gatherin53,Gatherin54,Gatherin55,Gatherin56,Document.D,Document_1,Document_2,Document_3,Document.P,Document.C,Document.Q,Document_4,Document_5,Document_6,Document.S,Document.N,Document.K,Document.F,Document.L,Document_7,Document.M,Document_8,Document_9,B4,B2,B5,B3,B6,B7,B16,B17,B14,B15,B12,B13,B10,B11,B19,B8,B9,B18,B1
http://tun.fi/KE.67/1004053#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.B7B1F60C429635D5B34EF2499CB6FB5B,,,0,0,http://tun.fi/KE.67/1004053#Gathering,,,,,,,,,,7/4/1991,7/4/1991,,,7/4/1991,,60.795706,60.796652,23.313591,23.31532,60.796179,23.314456,6748500,6748600,3299500,3299600,6745668,6745768,299411,299511,674,329,6748,3299,1900,1990,1991,7,4,185,185,100,REPORTED_VALUE,Suomi,Etelä-Häme (EH),Ypäjä,COORDINATES,COORDINATES,COORDINATES,,FINLAND,YPÄJÄ,,HÄME,,,0,http://tun.fi/KE.67/1004053,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8102,79,212,24,-105,317,216,91,29,32,607,79,149,-59,119,134,-24,206,43
http://tun.fi/KE.67/1008516#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.51BD16D95911F3D0CC5820E946093E07,,,0,0,http://tun.fi/KE.67/1008516#Gathering,,,,,,,,,,6/26/1984,6/26/1984,,,6/26/1984,,61.587325,61.58827,23.351768,23.353542,61.587798,23.352655,6836500,6836600,3306500,3306600,6833633,6833733,306408,306508,683,330,6836,3306,1900,1980,1984,6,26,178,178,100,REPORTED_VALUE,Suomi,Satakunta (St),Hämeenkyrö,COORDINATES,COORDINATES,COORDINATES,,FINLAND,HÄMEENKYRÖ,,TURKU-PORI,,,0,http://tun.fi/KE.67/1008516,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8621,83,210,24,-124,334,214,90,26,32,597,78,147,-75,112,131,-34,209,35
http://tun.fi/KE.67/1009012#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.0006B9C07856BF2983FDAB844BE18153,,,0,0,http://tun.fi/KE.67/1009012#Gathering,,,,,,,,,,6/16/1984,6/16/1984,,,6/16/1984,,61.663648,61.664596,23.153769,23.155541,61.664122,23.154655,6845600,6845700,3296500,3296600,6842729,6842829,296412,296512,684,329,6845,3296,1900,1980,1984,6,16,168,168,100,REPORTED_VALUE,Suomi,Satakunta (St),Hämeenkyrö,COORDINATES,COORDINATES,COORDINATES,,FINLAND,HÄMEENKYRÖ,,TURKU-PORI,,,0,http://tun.fi/KE.67/1009012,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8542,84,210,25,-124,334,216,92,27,31,602,79,146,-75,114,130,-34,208,35
http://tun.fi/KE.67/1009017#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.EAD1E2EDBF7CE3D05B2ACB998BD6D7A1,,,0,0,http://tun.fi/KE.67/1009017#Gathering,,,,,,,,,,6/17/1984,6/17/1984,,,6/17/1984,,61.646371,61.647318,23.210698,23.21247,61.646845,23.211584,6843500,6843600,3299400,3299500,6840630,6840730,299310,299410,684,329,6843,3299,1900,1980,1984,6,17,169,169,100,REPORTED_VALUE,Suomi,Satakunta (St),Hämeenkyrö,COORDINATES,COORDINATES,COORDINATES,,FINLAND,HÄMEENKYRÖ,,TURKU-PORI,,,0,http://tun.fi/KE.67/1009017,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8560,84,212,25,-122,334,213,91,27,32,595,78,148,-73,113,132,-32,206,37
http://tun.fi/KE.67/1009678#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.69F272A1BD4E698B5614417E60AC52AB,,,0,0,http://tun.fi/KE.67/1009678#Gathering,,,,,,,,,,6/19/1984,6/19/1984,,,6/19/1984,,61.727325,61.728273,23.181808,23.183584,61.727799,23.182696,6852600,6852700,3298400,3298500,6849726,6849826,298311,298411,685,329,6852,3298,1900,1980,1984,6,19,171,171,100,REPORTED_VALUE,Suomi,Satakunta (St),Ikaalinen,COORDINATES,COORDINATES,COORDINATES,,FINLAND,IKAALINEN MLK,,TURKU-PORI,,,0,http://tun.fi/KE.67/1009678,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8544,84,211,25,-124,335,213,91,27,32,596,78,146,-74,113,130,-33,206,35
http://tun.fi/KE.67/1009790#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.76CC6CDD32C8C45AB27BD301B01D5DE9,,,0,0,http://tun.fi/KE.67/1009790#Gathering,,,,,,,,,,6/25/1984,6/25/1984,,,6/25/1984,,61.628654,61.629604,23.029739,23.031505,61.629129,23.030622,6842100,6842200,3289700,3289800,6839230,6839330,289614,289714,684,328,6842,3289,1900,1980,1984,6,25,177,177,100,REPORTED_VALUE,Suomi,Satakunta (St),Hämeenkyrö,COORDINATES,COORDINATES,COORDINATES,,FINLAND,HÄMEENKYRÖ,,TURKU-PORI,,,0,http://tun.fi/KE.67/1009790,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8469,83,209,25,-123,332,217,95,28,31,609,79,145,-74,117,129,-34,208,34
http://tun.fi/KE.67/10139833#Unit,SAXRUB,,,,,,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,MALE,ADULT,,,http://tun.fi/A.3A699967DDD6C8E2089F5A68CDF80979,,,0,0,http://tun.fi/KE.67/10139833#Gathering,,,,,,,,,,5/31/1983,5/31/1983,,,5/31/1983,,61.45651,61.457447,24.072783,24.074571,61.456979,24.073677,6820000,6820100,3344100,3344200,6817139,6817239,343993,344093,,,,,1900,1980,1983,5,31,151,151,100,REPORTED_VALUE,,,,COORDINATES,COORDINATES,COORDINATES,,FINLAND,KANGASALA,,HÄME,,,0,http://tun.fi/KE.67/10139833,PUBLIC,NONE,,FALSE,http://tun.fi/HR.48,,,,,http://tun.fi/KE.67,,526036,,,,,,0,8548,84,214,25,-120,334,212,90,28,32,587,78,149,-72,111,133,-31,202,37
http://tun.fi/KE.67/1016225#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.4BEAD92CEFB7C263870710B4057E2B6B,,,0,0,http://tun.fi/KE.67/1016225#Gathering,,,,,,,,,,6/20/1984,6/20/1984,,,6/20/1984,,60.405509,60.406431,25.160628,25.16239,60.40597,25.161509,6700800,6700900,3398800,3398900,6697988,6698088,398671,398771,670,339,6700,3398,1900,1980,1984,6,20,172,172,100,REPORTED_VALUE,Suomi,Uusimaa (U),Sipoo,COORDINATES,COORDINATES,COORDINATES,,FINLAND,SIPOO,,UUSIMAA,,,0,http://tun.fi/KE.67/1016225,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8291,67,208,21,-98,306,222,105,33,30,650,79,155,-58,133,139,-22,198,46
http://tun.fi/KE.67/1034353#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.BC53BC54E8CFFDE785AFB6057C8972B4,,,0,0,http://tun.fi/KE.67/1034353#Gathering,,,,,,,,,,6/30/1985,6/30/1985,,,6/30/1985,,61.718902,61.719852,23.012438,23.014208,61.719377,23.013323,6852200,6852300,3289400,3289500,6849326,6849426,289314,289414,685,328,6852,3289,1900,1980,1985,6,30,181,181,100,REPORTED_VALUE,Suomi,Satakunta (St),Ikaalinen,COORDINATES,COORDINATES,COORDINATES,,FINLAND,IKAALINEN MLK,,TURKU-PORI,,,0,http://tun.fi/KE.67/1034353,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8461,84,209,25,-124,333,217,95,28,31,609,79,143,-75,117,128,-35,208,33
http://tun.fi/KE.67/1034392#Unit,SAXRUB,,,,RELIABLE,COLLECTION_QUALITY_RATING,,,http://tun.fi/MX.32949,Saxicola rubetra,pensastasku,Whinchat,buskskvätta,,1,,1,HUMAN_OBSERVATION_UNSPECIFIED,HUMAN_OBSERVATION_HANDLED,FALSE,,,JUVENILE,,TRUE,http://tun.fi/A.A126F69BAEFF117EE9C82FCE2AF7BBC2,,,0,0,http://tun.fi/KE.67/1034392#Gathering,,,,,,,,,,7/1/1985,7/1/1985,,,7/1/1985,,61.643049,61.643999,22.999556,23.001323,61.643524,23.000439,6843800,6843900,3288200,3288300,6840930,6841030,288115,288215,684,328,6843,3288,1900,1980,1985,7,1,182,182,100,REPORTED_VALUE,Suomi,Satakunta (St),Hämeenkyrö,COORDINATES,COORDINATES,COORDINATES,,FINLAND,HÄMEENKYRÖ,,TURKU-PORI,,,0,http://tun.fi/KE.67/1034392,PUBLIC,NONE,CUSTOM,FALSE,http://tun.fi/HR.48,4,,,,http://tun.fi/KE.67,,,,,,,,0,8458,84,209,25,-123,332,217,95,28,31,610,79,144,-74,117,129,-34,208,34
